,radius_m,density_kgm3,Vpv_ms,Vsv_ms,Q_kappa,Q_mu,Vph_ms,Vsh_ms,eta
376,4794091.0,4901.0,12300.83,6728.46,100000.0,355.0,12300.83,6728.46,1.0
377,4806883.0,4894.19,12284.24,6721.88,100000.0,355.0,12284.24,6721.88,1.0
378,4819675.0,4887.37,12267.59,6715.27,100000.0,355.0,12267.59,6715.27,1.0
379,4832468.0,4880.54,12250.86,6708.64,100000.0,355.0,12250.86,6708.64,1.0
380,4845260.0,4873.69,12234.05,6701.97,100000.0,355.0,12234.05,6701.97,1.0
381,4858052.0,4866.83,12217.17,6695.28,100000.0,355.0,12217.17,6695.28,1.0
382,4870844.0,4859.96,12200.22,6688.55,100000.0,355.0,12200.22,6688.55,1.0
383,4883636.0,4853.08,12183.19,6681.8,100000.0,355.0,12183.19,6681.8,1.0
384,4896429.0,4846.18,12166.07,6675.01,100000.0,355.0,12166.07,6675.01,1.0
385,4909221.0,4839.27,12148.88,6668.19,100000.0,355.0,12148.88,6668.19,1.0
386,4922013.0,4832.35,12131.61,6661.34,100000.0,355.0,12131.61,6661.34,1.0
387,4934805.0,4825.42,12114.25,6654.46,100000.0,355.0,12114.25,6654.46,1.0
388,4947597.0,4818.47,12096.81,6647.54,100000.0,355.0,12096.81,6647.54,1.0
389,4960390.0,4811.51,12079.29,6640.59,100000.0,355.0,12079.29,6640.59,1.0
390,4973182.0,4804.53,12061.67,6633.61,100000.0,355.0,12061.67,6633.61,1.0
391,4985974.0,4797.55,12043.97,6626.59,100000.0,355.0,12043.97,6626.59,1.0
392,4998766.0,4790.54,12026.19,6619.54,100000.0,355.0,12026.19,6619.54,1.0
393,5011558.0,4783.53,12008.31,6612.45,100000.0,355.0,12008.31,6612.45,1.0
394,5024351.0,4776.5,11990.33,6605.32,100000.0,355.0,11990.33,6605.32,1.0
395,5037143.0,4769.45,11972.27,6598.16,100000.0,355.0,11972.27,6598.16,1.0
396,5049935.0,4762.4,11954.11,6590.97,100000.0,355.0,11954.11,6590.97,1.0
397,5062727.0,4755.32,11935.85,6583.73,100000.0,355.0,11935.85,6583.73,1.0
398,5075519.0,4748.24,11917.5,6576.46,100000.0,355.0,11917.5,6576.46,1.0
399,5088312.0,4741.13,11899.05,6569.15,100000.0,355.0,11899.05,6569.15,1.0
400,5101104.0,4734.02,11880.5,6561.8,100000.0,355.0,11880.5,6561.8,1.0
401,5113896.0,4726.89,11861.85,6554.41,100000.0,355.0,11861.85,6554.41,1.0
402,5126688.0,4719.74,11843.1,6546.99,100000.0,355.0,11843.1,6546.99,1.0
403,5139481.0,4712.58,11824.24,6539.52,100000.0,355.0,11824.24,6539.52,1.0
404,5152273.0,4705.4,11805.28,6532.01,100000.0,355.0,11805.28,6532.01,1.0
405,5165065.0,4698.2,11786.22,6524.47,100000.0,355.0,11786.22,6524.47,1.0
406,5177857.0,4690.99,11767.04,6516.88,100000.0,355.0,11767.04,6516.88,1.0
407,5190649.0,4683.77,11747.76,6509.25,100000.0,355.0,11747.76,6509.25,1.0
408,5203442.0,4676.53,11728.36,6501.57,100000.0,355.0,11728.36,6501.57,1.0
409,5216234.0,4669.27,11708.86,6493.86,100000.0,355.0,11708.86,6493.86,1.0
410,5229026.0,4661.99,11689.24,6486.1,100000.0,355.0,11689.24,6486.1,1.0
411,5241818.0,4654.7,11669.51,6478.3,100000.0,355.0,11669.51,6478.3,1.0
412,5254610.0,4647.39,11649.67,6470.45,100000.0,355.0,11649.67,6470.45,1.0
413,5267403.0,4640.07,11629.7,6462.56,100000.0,355.0,11629.7,6462.56,1.0
414,5280195.0,4632.73,11609.62,6454.63,100000.0,355.0,11609.62,6454.63,1.0
415,5292987.0,4625.37,11589.43,6446.65,100000.0,355.0,11589.43,6446.65,1.0
416,5305779.0,4617.99,11569.11,6438.62,100000.0,355.0,11569.11,6438.62,1.0
417,5318571.0,4610.6,11548.67,6430.55,100000.0,355.0,11548.67,6430.55,1.0
418,5331364.0,4603.19,11528.1,6422.43,100000.0,355.0,11528.1,6422.43,1.0
419,5344156.0,4595.76,11507.41,6414.27,100000.0,355.0,11507.41,6414.27,1.0
420,5356948.0,4588.31,11486.6,6406.06,100000.0,355.0,11486.6,6406.06,1.0
421,5369740.0,4580.84,11465.66,6397.8,100000.0,355.0,11465.66,6397.8,1.0
422,5382532.0,4573.36,11444.59,6389.49,100000.0,355.0,11444.59,6389.49,1.0
423,5395325.0,4565.86,11423.4,6381.13,100000.0,355.0,11423.4,6381.13,1.0
424,5408117.0,4558.34,11402.07,6372.72,100000.0,355.0,11402.07,6372.72,1.0
425,5420909.0,4550.8,11380.61,6364.27,100000.0,355.0,11380.61,6364.27,1.0
426,5433701.0,4543.24,11359.01,6355.76,100000.0,355.0,11359.01,6355.76,1.0
427,5446494.0,4535.66,11337.29,6347.2,100000.0,355.0,11337.29,6347.2,1.0
428,5459286.0,4528.07,11315.42,6338.59,100000.0,355.0,11315.42,6338.59,1.0
429,5472078.0,4520.45,11293.42,6329.93,100000.0,355.0,11293.42,6329.93,1.0
430,5484870.0,4512.82,11271.28,6321.22,100000.0,355.0,11271.28,6321.22,1.0
431,5497662.0,4505.16,11249.0,6312.45,100000.0,355.0,11249.0,6312.45,1.0
432,5510455.0,4497.49,11226.59,6303.64,100000.0,355.0,11226.59,6303.64,1.0
433,5523247.0,4489.79,11204.02,6294.77,100000.0,355.0,11204.02,6294.77,1.0
434,5536039.0,4482.08,11181.32,6285.84,100000.0,355.0,11181.32,6285.84,1.0
435,5548831.0,4474.35,11158.47,6276.86,100000.0,355.0,11158.47,6276.86,1.0
436,5561623.0,4466.59,11135.47,6267.83,100000.0,355.0,11135.47,6267.83,1.0
437,5574416.0,4458.82,11112.33,6258.74,100000.0,355.0,11112.33,6258.74,1.0
438,5587208.0,4451.02,11089.03,6249.59,100000.0,355.0,11089.03,6249.59,1.0
439,5600000.0,4443.2,11065.59,6240.39,100000.0,355.0,11065.59,6240.39,1.0
441,5614429.0,4434.36,11020.74,6198.32,100000.0,355.0,11020.74,6198.32,1.0
442,5628857.0,4425.49,10975.87,6156.11,100000.0,355.0,10975.87,6156.11,1.0
443,5643286.0,4416.6,10930.99,6113.9,100000.0,355.0,10930.99,6113.9,1.0
444,5657714.0,4407.68,10886.09,6071.7,100000.0,355.0,10886.09,6071.7,1.0
445,5672143.0,4398.73,10841.18,6029.5,100000.0,355.0,10841.18,6029.5,1.0
446,5686571.0,4389.75,10796.26,5987.31,100000.0,355.0,10796.26,5987.31,1.0
447,5701000.0,4380.74,10751.32,5945.13,100000.0,355.0,10751.32,5945.13,1.0
449,5718500.0,3988.05,10239.07,5556.66,100000.0,165.0,10239.07,5556.66,1.0
450,5736000.0,3983.97,10211.97,5543.11,100000.0,165.0,10211.97,5543.11,1.0
451,5753500.0,3979.9,10184.86,5529.57,100000.0,165.0,10184.86,5529.57,1.0
452,5771000.0,3975.82,10157.76,5516.02,100000.0,165.0,10157.76,5516.02,1.0
454,5784333.0,3959.02,10089.56,5477.03,100000.0,165.0,10089.56,5477.03,1.0
455,5797667.0,3942.21,10021.3,5438.14,100000.0,165.0,10021.3,5438.14,1.0
456,5811000.0,3925.41,9953.04,5399.24,100000.0,165.0,9953.04,5399.24,1.0
457,5824333.0,3908.6,9884.78,5360.35,100000.0,165.0,9884.78,5360.35,1.0
458,5837667.0,3891.8,9816.52,5321.45,100000.0,165.0,9816.52,5321.45,1.0
459,5851000.0,3874.99,9748.26,5282.55,100000.0,165.0,9748.26,5282.55,1.0
460,5864333.0,3858.19,9680.0,5243.66,100000.0,165.0,9680.0,5243.66,1.0
461,5877667.0,3841.38,9611.74,5204.76,100000.0,165.0,9611.74,5204.76,1.0
462,5891000.0,3824.58,9543.48,5165.86,100000.0,165.0,9543.48,5165.86,1.0
463,5904333.0,3807.77,9475.22,5126.97,100000.0,165.0,9475.22,5126.97,1.0
464,5917667.0,3790.97,9406.96,5088.07,100000.0,165.0,9406.96,5088.07,1.0
465,5931000.0,3774.16,9338.7,5049.18,100000.0,165.0,9338.7,5049.18,1.0
466,5944333.0,3757.36,9270.44,5010.28,100000.0,165.0,9270.44,5010.28,1.0
467,5957667.0,3740.55,9202.18,4971.38,100000.0,165.0,9202.18,4971.38,1.0
468,5971000.0,3723.75,9133.92,4932.49,100000.0,165.0,9133.92,4932.49,1.0
470,5984846.0,3535.0,8878.61,4760.21,100000.0,165.0,8878.61,4760.21,1.0
471,5998692.0,3526.73,8851.97,4750.52,100000.0,165.0,8851.97,4750.52,1.0
472,6012538.0,3518.46,8825.33,4740.82,100000.0,165.0,8825.33,4740.82,1.0
473,6026385.0,3510.19,8798.69,4731.13,100000.0,165.0,8798.69,4731.13,1.0
474,6040231.0,3501.92,8772.05,4721.44,100000.0,165.0,8772.05,4721.44,1.0
475,6054077.0,3493.65,8745.42,4711.75,100000.0,165.0,8745.42,4711.75,1.0
476,6067923.0,3485.39,8718.78,4702.05,100000.0,165.0,8718.78,4702.05,1.0
477,6081769.0,3477.12,8692.14,4692.36,100000.0,165.0,8692.14,4692.36,1.0
478,6095615.0,3468.85,8665.5,4682.67,100000.0,165.0,8665.5,4682.67,1.0
479,6109462.0,3460.58,8638.86,4672.98,100000.0,165.0,8638.86,4672.98,1.0
480,6123308.0,3452.31,8612.22,4663.28,100000.0,165.0,8612.22,4663.28,1.0
481,6137154.0,3444.04,8585.59,4653.59,100000.0,165.0,8585.59,4653.59,1.0
482,6151000.0,3435.78,8558.95,4643.9,100000.0,165.0,8558.95,4643.9,1.0
484,6165000.0,3361.01,7816.31,4437.86,100000.0,70.0,8058.71,4448.83,0.97102
485,6179000.0,3362.53,7832.17,4434.63,100000.0,70.0,8068.85,4461.39,0.96557
486,6193000.0,3364.05,7848.04,4431.41,100000.0,70.0,8079.0,4473.96,0.96013
487,6207000.0,3365.58,7863.9,4428.18,100000.0,70.0,8089.15,4486.52,0.95468
488,6221000.0,3367.1,7879.76,4424.96,100000.0,70.0,8099.29,4499.08,0.94924
489,6235000.0,3368.62,7895.62,4421.73,100000.0,70.0,8109.44,4511.65,0.94379
490,6249000.0,3370.14,7911.48,4418.51,100000.0,70.0,8119.58,4524.21,0.93835
491,6263000.0,3371.66,7927.34,4415.28,100000.0,70.0,8129.73,4536.78,0.9329
492,6277000.0,3373.18,7943.2,4412.06,100000.0,70.0,8139.88,4549.34,0.92746
493,6291000.0,3374.71,7959.06,4408.83,100000.0,70.0,8150.02,4561.9,0.92201
495,6309533.0,3376.72,7980.06,4404.56,100000.0,191.0,8163.45,4578.54,0.91481
496,6328067.0,3378.73,8001.06,4400.29,100000.0,191.0,8176.89,4595.17,0.9076
497,6346600.0,3380.75,8022.06,4396.02,100000.0,191.0,8190.32,4611.8,0.90039
499,6356000.0,2900.0,6800.0,3900.0,100000.0,300.0,6800.0,3900.0,1.0
501,6368000.0,2600.0,5800.0,3200.0,100000.0,300.0,5800.0,3200.0,1.0
503,6371000.0,1020.0,1450.0,0.0,100000.0,0.0,1450.0,0.0,1.0
